date-time,atmospheric pressure (mBar),rainfall (mm),wind speed (m/s),wind direction (degrees),surface temperature (C),relative humidity (%),solar flux (Kw/m2),battery (V)
2015/11/02 07:37,1022,0,0,0,6.16,99,0,13.87
2015/11/02 07:38,1022,0,0,0,6.114,99,0,13.87
2015/11/02 07:39,1022,0,0,0,6.064,99,0,13.87
2015/11/02 07:40,1022,0,0,0,6.021,99,0,13.87
2015/11/02 07:41,1022,0,0,0,6.002,99.1,0,13.87
2015/11/02 07:42,1022,0,0,0,5.977,99,0,13.87
2015/11/02 07:43,1022,0,0,0,5.936,99.1,0,13.87
2015/11/02 07:44,1022,0,0,0,5.919,99.1,0,13.87
2015/11/02 07:45,1022,0,0,0,5.873,99.1,0,13.87
2015/11/02 07:46,1022,0,0,0,5.854,99.1,0,13.87
2015/11/02 07:47,1022,0,0,0,5.835,99.1,0,13.87
2015/11/02 07:48,1022,0,0,0,5.807,99.1,0,13.87
2015/11/02 07:49,1022,0,0,0,5.799,99.1,0,13.87
2015/11/02 07:50,1022,0,0,0,5.794,99.1,0,13.87
2015/11/02 07:51,1022,0,0,0,5.794,99.1,0,13.87
2015/11/02 07:52,1022,0,0,0,5.788,99.1,0,13.87
2015/11/02 07:53,1022,0,0,0,5.785,99.1,0,13.87
2015/11/02 07:54,1022,0,0,0,5.799,99.1,0,13.87
2015/11/02 07:55,1022,0,0,0,5.854,99.1,0,13.87
2015/11/02 07:56,1022,0,0,0,5.846,99.1,0,13.87
2015/11/02 07:57,1022,0,0,0,5.878,99.1,0,13.87
2015/11/02 07:58,1022,0,0,0,5.939,99.1,0,13.87
2015/11/02 07:59,1022,0,0,0,5.969,99.1,0,13.87
2015/11/02 08:00,1022,0,0,0,6.012,99.1,0,13.87
2015/11/02 08:01,1022,0,0,0,6.015,99.1,0,13.87
2015/11/02 08:02,1022,0,0,0,6.029,99.1,0,13.87
2015/11/02 08:03,1022,0,0,0,6.043,99.1,0,13.87
2015/11/02 08:04,1022,0,0,0,6.053,99.1,0,13.87
2015/11/02 08:05,1022,0,0,0,6.048,99.1,0,13.87
2015/11/02 08:06,1022,0,0,0,6.064,99.1,0,13.87
2015/11/02 08:07,1022,0,0,0,6.056,99.1,0,13.87
2015/11/02 08:08,1022,0,0,0,6.043,99.1,0,13.87
2015/11/02 08:09,1022,0,0,0,6.018,99.1,0,13.87
2015/11/02 08:10,1022,0,0,0,5.985,99.1,0,13.87
2015/11/02 08:11,1022,0,0,0,6.051,99.1,0,13.87
2015/11/02 08:12,1022,0,0,0,6.097,99.1,0,13.87
2015/11/02 08:13,1022,0,0,0,6.056,99.1,0,13.86
2015/11/02 08:14,1022,0,0,0,6.067,99.1,0,13.87
2015/11/02 08:15,1022,0,0,0,6.002,99.1,0,13.87
2015/11/02 08:16,1022,0,0,0,5.947,99.1,0,13.87
2015/11/02 08:17,1022,0,0,0,5.947,99.1,0,13.86
2015/11/02 08:18,1022,0,0,0,5.977,99.1,0,13.86
2015/11/02 08:19,1022,0,0,0,5.944,99.2,0,13.86
2015/11/02 08:20,1022,0,0,0,5.933,99.2,0,13.86
2015/11/02 08:21,1022,0,0,0,5.944,99.2,0,13.86
2015/11/02 08:22,1022,0,0,0,5.925,99.2,0,13.86
2015/11/02 08:23,1022,0,0,0,5.922,99.2,0,13.86
2015/11/02 08:24,1022,0,0,0,5.919,99.2,0,13.86
2015/11/02 08:25,1022,0,0,0,5.969,99.2,0,13.86
2015/11/02 08:26,1022,0,0,0,6.012,99.2,0,13.86
2015/11/02 08:27,1022,0,0,0,6.007,99.2,0,13.86
2015/11/02 08:28,1022,0,0,0,6.029,99.2,0,13.86
2015/11/02 08:29,1022,0,0,0,6.051,99.2,0,13.86
2015/11/02 08:30,1022,0,0,0,6.094,99.2,0,13.86
2015/11/02 08:31,1022,0,0,0,6.133,99.2,0,13.86
2015/11/02 08:32,1022,0,0,0,6.166,99.2,0,13.86
2015/11/02 08:33,1022,0,0,0,6.119,99.2,0,13.86
2015/11/02 08:34,1022,0,0,0,6.125,99.3,0,13.86
2015/11/02 08:35,1022,0,0,0,6.1,99.2,0,13.86
2015/11/02 08:36,1022,0,0,0,6.086,99.3,0,13.85
2015/11/02 08:37,1022,0,0,0,6.089,99.3,0,13.85
2015/11/02 08:38,1022,0,0,0,6.078,99.3,0,13.85
2015/11/02 08:39,1022,0,0,0,6.062,99.3,0,13.85
2015/11/02 08:40,1022,0,0,0,6.084,99.3,0,13.85
2015/11/02 08:41,1022,0,0,0,6.051,99.3,0,13.85
2015/11/02 08:42,1022,0,0,0,6.059,99.3,0,13.85
2015/11/02 08:43,1022,0,0,0,6.094,99.3,0,13.85
2015/11/02 08:44,1022,0,0,0,6.111,99.3,0,13.85
2015/11/02 08:45,1022,0,0,0,6.116,99.3,0,13.85
2015/11/02 08:46,1022,0,0,0,6.144,99.3,0,13.85
2015/11/02 08:47,1022,0,0,0,6.144,99.3,0,13.85
2015/11/02 08:48,1022,0,0,0,6.141,99.3,0,13.85
2015/11/02 08:49,1022,0,0,0,6.13,99.3,0,13.85
2015/11/02 08:50,1022,0,0,0,6.157,99.3,0,13.85
2015/11/02 08:51,1022,0,0,0,6.187,99.3,0,13.85
2015/11/02 08:52,1022,0,0,0,6.179,99.3,0,13.85
2015/11/02 08:53,1022,0,0,0,6.193,99.3,0,13.85
2015/11/02 08:54,1022,0,0,0,6.223,99.3,0,13.85
2015/11/02 08:55,1022,0,0,0,6.231,99.3,0,13.85
2015/11/02 08:56,1022,0,0,0,6.248,99.3,0,13.85
2015/11/02 08:57,1022,0,0,0,6.259,99.3,0,13.85
2015/11/02 08:58,1022,0,0,0,6.259,99.3,0,13.84
2015/11/02 08:59,1022,0,0,0,6.283,99.4,0,13.85
2015/11/02 09:00,1022,0,0,0,6.316,99.3,0,13.84
2015/11/02 09:01,1022,0,0,0,6.319,99.4,0,13.85
2015/11/02 09:02,1022,0,0,0,6.354,99.4,0,13.84
2015/11/02 09:03,1022,0,0,0,6.368,99.4,0,13.85
2015/11/02 09:04,1022,0,0,0,6.376,99.4,0,13.84
2015/11/02 09:05,1022,0,0,0,6.417,99.4,0,13.85
2015/11/02 09:06,1022,0,0,0,6.417,99.4,0,13.84
2015/11/02 09:07,1022,0,0,0,6.434,99.4,0,13.84
2015/11/02 09:08,1022,0,0,0,6.439,99.4,0,13.84
2015/11/02 09:09,1022,0,0,0,6.445,99.4,0,13.84
2015/11/02 09:10,1022,0,0,0,6.486,99.4,0,13.84
2015/11/02 09:11,1022,0,0,0,6.507,99.4,0,13.84
2015/11/02 09:12,1022,0,0,0,6.507,99.4,0,13.84
2015/11/02 09:13,1022,0,0,0,6.513,99.4,0,13.84
2015/11/02 09:14,1022,0,0,0,6.521,99.5,0,13.84
2015/11/02 09:15,1022,0,0,0,6.559,99.5,0,13.84
2015/11/02 09:16,1022,0,0,0,6.551,99.5,0,13.84
2015/11/02 09:17,1022,0,0,0,6.551,99.5,0,13.84
2015/11/02 09:18,1022,0,0,0,6.587,99.5,0,13.84
2015/11/02 09:19,1022,0,0,0,6.622,99.5,0,13.84
2015/11/02 09:20,1022,0,0,0,6.625,99.5,0,13.84
2015/11/02 09:21,1022,0,0,0,6.655,99.5,0,13.84
2015/11/02 09:22,1022,0,0,0,6.704,99.5,0,13.84
2015/11/02 09:23,1022,0,0,0,6.691,99.5,0,13.84
2015/11/02 09:24,1022,0,0,0,6.729,99.5,0,13.84
2015/11/02 09:25,1022,0,0,0,6.751,99.5,0,13.84
2015/11/02 09:26,1022,0,0,0,6.765,99.5,0,13.84
2015/11/02 09:27,1022,0,0,0,6.724,99.5,0,13.84
2015/11/02 09:28,1022,0,0,0,6.765,99.5,0,13.83
2015/11/02 09:29,1022,0,0,0,6.762,99.5,0,13.84
2015/11/02 09:30,1022,0,0,0,6.729,99.5,0,13.83
2015/11/02 09:31,1022,0,0,0,6.691,99.5,0,13.84
2015/11/02 09:32,1022,0,0,0,6.677,99.5,0,13.83
2015/11/02 09:33,1022,0,0,0,6.685,99.5,0,13.84
2015/11/02 09:34,1022,0,0,0,6.68,99.5,0,13.84
2015/11/02 09:35,1022,0,0,0,6.71,99.5,0,13.83
2015/11/02 09:36,1022,0,0,0,6.734,99.5,0,13.83
2015/11/02 09:37,1022,0,0,0,6.765,99.5,0,13.83
2015/11/02 09:38,1022,0,0,0,6.83,99.5,0,13.83
2015/11/02 09:39,1022,0,0,0,6.836,99.5,0,13.83
2015/11/02 09:40,1022,0,0,0,6.827,99.5,0,13.83
2015/11/02 09:41,1022,0,0,0,6.827,99.6,0,13.83
2015/11/02 09:42,1022,0,0,0,6.879,99.6,0,13.83
2015/11/02 09:43,1022,0,0,0,6.923,99.5,0,13.83
2015/11/02 09:44,1022,0,0,0,6.937,99.6,0,13.83
2015/11/02 09:45,1022,0,0,0,6.912,99.6,0,13.83
2015/11/02 09:46,1022,0,0,0,6.964,99.6,0,13.83
2015/11/02 09:47,1022,0,0,0,6.97,99.6,0,13.83
2015/11/02 09:48,1022,0,0,0,7.01,99.6,0,13.83
2015/11/02 09:49,1022,0,0,0,7.04,99.6,0,13.82
2015/11/02 09:50,1022,0,0,0,7.1,99.6,0,13.82
2015/11/02 09:51,1022,0,0,0,7.07,99.6,0,13.83
2015/11/02 09:52,1022,0,0,0,7.07,99.6,0,13.82
2015/11/02 09:53,1022,0,0,0,7.08,99.6,0,13.82
2015/11/02 09:54,1022,0,0,0,7.04,99.6,0,13.82
2015/11/02 09:55,1022,0,0,0,7.06,99.6,0,13.82
2015/11/02 09:56,1022,0,0,0,7.12,99.6,0,13.82
2015/11/02 09:57,1022,0,0,0,7.04,99.6,0,13.82
2015/11/02 09:58,1022,0,0,0,7.04,99.6,0,13.82
2015/11/02 09:59,1022,0,0,0,7.04,99.6,0,13.82
2015/11/02 10:00,1022,0,0,0,7.08,99.6,0,13.82
2015/11/02 10:01,1022,0,0,0,7.13,99.6,0,13.82
2015/11/02 10:02,1022,0,0,0,7.13,99.6,0,13.82
2015/11/02 10:03,1022,0,0,0,7.19,99.6,0,13.82
2015/11/02 10:04,1022,0,0,0,7.28,99.6,0,13.82
2015/11/02 10:05,1022,0,0,0,7.28,99.6,0,13.82
2015/11/02 10:06,1022,0,0,0,7.29,99.7,0,13.82
2015/11/02 10:07,1022,0,0,0,7.39,99.7,0,13.82
2015/11/02 10:08,1022,0,0,0,7.43,99.7,0,13.82
2015/11/02 10:09,1022,0,0,0,7.43,99.7,0,13.81
2015/11/02 10:10,1022,0,0,0,7.41,99.7,0,13.81
2015/11/02 10:11,1022,0,0,0,7.4,99.7,0,13.81
2015/11/02 10:12,1022,0,0,0,7.42,99.7,0,13.81
2015/11/02 10:13,1022,0,0,0,7.49,99.7,0,13.81
2015/11/02 10:14,1022,0,0,0,7.46,99.7,0,13.81
2015/11/02 10:15,1022,0,0,0,7.5,99.7,0,13.81
2015/11/02 10:16,1022,0,0,0,7.46,99.7,0,13.81
2015/11/02 10:17,1022,0,0,0,7.4,99.7,0,13.81
2015/11/02 10:18,1022,0,0,0,7.42,99.7,0,13.81
2015/11/02 10:19,1022,0,0,0,7.44,99.7,0,13.81
2015/11/02 10:20,1022,0,0,0,7.41,99.7,0,13.81
2015/11/02 10:21,1022,0,0,0,7.4,99.7,0,13.81
2015/11/02 10:22,1022,0,0,0,7.48,99.7,0,13.81
2015/11/02 10:23,1022,0,0,0,7.52,99.7,0,13.81
2015/11/02 10:24,1022,0,0,0,7.44,99.7,0,13.81
2015/11/02 10:25,1022,0,0,0,7.42,99.7,0,13.8
2015/11/02 10:26,1022,0,0,0,7.49,99.7,0,13.8
2015/11/02 10:27,1022,0,0,0,7.56,99.7,0,13.8
2015/11/02 10:28,1022,0,0,0,7.62,99.7,0,13.8
2015/11/02 10:29,1022,0,0,0,7.62,99.7,0,13.8
2015/11/02 10:30,1022,0,0,0,7.59,99.7,0,13.8
2015/11/02 10:31,1022,0,0,0,7.58,99.7,0,13.8
2015/11/02 10:32,1022,0,0,0,7.54,99.7,0,13.8
2015/11/02 10:33,1022,0,0,0,7.52,99.7,0,13.8
2015/11/02 10:34,1022,0,0,0,7.55,99.7,0,13.8
2015/11/02 10:35,1022,0,0,0,7.54,99.7,0,13.8
2015/11/02 10:36,1022,0,0,0,7.52,99.7,0,13.8
2015/11/02 10:37,1022,0,0,0,7.5,99.7,0,13.8
2015/11/02 10:38,1022,0,0,0,7.52,99.7,0,13.8
2015/11/02 10:39,1022,0,0,0,7.56,99.7,0,13.8
2015/11/02 10:40,1022,0,0,0,7.64,99.7,0,13.8
2015/11/02 10:41,1022,0,0,0,7.68,99.7,0,13.8
2015/11/02 10:42,1022,0,0,0,7.63,99.7,0,13.8
2015/11/02 10:43,1022,0,0,0,7.68,99.8,0,13.8
2015/11/02 10:44,1022,0,0,0,7.65,99.7,0,13.79
2015/11/02 10:45,1022,0,0,0,7.61,99.7,0,13.79
2015/11/02 10:46,1022,0,0,0,7.59,99.7,0,13.79
2015/11/02 10:47,1022,0,0,0,7.6,99.8,0,13.79
2015/11/02 10:48,1022,0,0,0,7.66,99.7,0,13.79
2015/11/02 10:49,1022,0,0,0,7.67,99.8,0,13.79
2015/11/02 10:50,1022,0,0,0,7.66,99.8,0,13.79
2015/11/02 10:51,1022,0,0,0,7.74,99.8,0,13.79
2015/11/02 10:52,1022,0,0,0,7.68,99.8,0,13.79
2015/11/02 10:53,1022,0,0,0,7.69,99.8,0,13.79
2015/11/02 10:54,1022,0,0,0,7.72,99.8,0,13.79
2015/11/02 10:55,1022,0,0,0,7.75,99.8,0,13.79
2015/11/02 10:56,1021,0,0,0,7.74,99.8,0,13.79
2015/11/02 10:57,1021,0,0,0,7.8,99.8,0,13.79
2015/11/02 10:58,1021,0,0,0,7.88,99.8,0,13.79
2015/11/02 10:59,1021,0,0,0,7.95,99.8,0,13.79
2015/11/02 11:00,1021,0,0,0,7.94,99.8,0,13.78
2015/11/02 11:01,1021,0,0,0,7.96,99.8,0,13.78
2015/11/02 11:02,1021,0,0,0,8.03,99.8,0,13.78
2015/11/02 11:03,1021,0,0,0,8.06,99.8,0,13.78
2015/11/02 11:04,1021,0,0,0,8.01,99.8,0,13.78
2015/11/02 11:05,1021,0,0,0,8.07,99.8,0,13.78
2015/11/02 11:06,1021,0,0,0,8.16,99.8,0,13.78
2015/11/02 11:07,1021,0,0,0,8.12,99.8,0,13.78
2015/11/02 11:08,1021,0,0,0,8.26,99.8,0,13.78
2015/11/02 11:09,1021,0,0,0,8.28,99.9,0,13.78
2015/11/02 11:10,1021,0,0,0,8.34,99.9,0,13.77
2015/11/02 11:11,1021,0,0,0,8.35,99.9,0,13.77
2015/11/02 11:12,1021,0,0,0,8.33,99.9,0,13.77
2015/11/02 11:13,1021,0,0,0,8.22,99.9,0,13.77
2015/11/02 11:14,1021,0,0,0,8.35,99.9,0,13.77
2015/11/02 11:15,1021,0,0,0,8.45,99.9,0,13.77
2015/11/02 11:16,1021,0,0,0,8.46,99.9,0,13.77
2015/11/02 11:17,1021,0,0,0,8.41,99.9,0,13.77
2015/11/02 11:18,1021,0,0,0,8.4,99.9,0,13.76
2015/11/02 11:19,1021,0,0,0,8.4,99.9,0,13.76
2015/11/02 11:20,1021,0,0,0,8.42,99.9,0,13.76
2015/11/02 11:21,1021,0,0,0,8.39,99.9,0,13.76
2015/11/02 11:22,1021,0,0,0,8.39,99.9,0,13.76
2015/11/02 11:23,1021,0,0,0,8.41,99.9,0,13.76
2015/11/02 11:24,1021,0,0,0,8.48,99.9,0,13.76
2015/11/02 11:25,1021,0,0,0,8.5,99.9,0,13.76
2015/11/02 11:26,1021,0,0,0,8.59,99.9,0,13.76
2015/11/02 11:27,1021,0,0,0,8.55,99.9,0,13.75
2015/11/02 11:28,1021,0,0,0,8.65,99.9,0,13.75
2015/11/02 11:29,1021,0,0,0,8.74,99.9,0,13.75
2015/11/02 11:30,1021,0,0,0,8.77,100,0,13.75
2015/11/02 11:31,1021,0,0,0,8.88,100,0,13.75
2015/11/02 11:32,1021,0,0,0,8.89,100,0,13.74
2015/11/02 11:33,1021,0,0,0,9.01,100,0,13.74
2015/11/02 11:34,1021,0,0,0,8.97,100,0,13.74
2015/11/02 11:35,1021,0,0,0,8.93,100,0,13.73
2015/11/02 11:36,1021,0,0,0,8.97,100,0,13.73
2015/11/02 11:37,1021,0,0,0,8.99,100,0,13.73
2015/11/02 11:38,1021,0,0,0,9.05,100,0,13.73
2015/11/02 11:39,1021,0,0,0,9.1,100,0,13.73
2015/11/02 11:40,1021,0,0,0,9.13,100,0,13.72
2015/11/02 11:41,1021,0,0,0,9.09,100,0,13.72
2015/11/02 11:42,1021,0,0,0,9.03,100,0,13.72
2015/11/02 11:43,1021,0,0,0,9.06,100,0,13.72
2015/11/02 11:44,1021,0,0,0,9.17,100,0,13.72
2015/11/02 11:45,1021,0,0,0,9.2,100,0,13.72
2015/11/02 11:46,1021,0,0,0,9.32,100,0,13.72
2015/11/02 11:47,1021,0,0,0,9.28,100,0,13.72
2015/11/02 11:48,1021,0,0,0,9.18,100,0,13.72
2015/11/02 11:49,1021,0,0,0,9.17,100,0,13.71
2015/11/02 11:50,1021,0,0,0,9.14,100,0,13.71
2015/11/02 11:51,1021,0,0,0,9.2,100,0,13.71
2015/11/02 11:52,1021,0,0,0,9.24,100,0,13.71
2015/11/02 11:53,1021,0,0,0,9.17,100,0,13.71
2015/11/02 11:54,1021,0,0,0,9.2,100,0,13.71
2015/11/02 11:55,1021,0,0,0,9.26,100,0,13.71
2015/11/02 11:56,1021,0,0,0,9.33,100,0,13.71
2015/11/02 11:57,1021,0,0,0,9.42,100,0,13.71
2015/11/02 11:58,1021,0,0,0,9.34,100,0,13.71
2015/11/02 11:59,1021,0,0,0,9.47,100,0,13.71
2015/11/02 12:00,1021,0,0,0,9.49,100,0,13.71
2015/11/02 12:01,1021,0,0,0,9.57,100,0,13.71
2015/11/02 12:02,1021,0,0,0,9.59,100,0,13.71
2015/11/02 12:03,1021,0,0,0,9.64,100,0,13.71
2015/11/02 12:04,1021,0,0,0,9.66,100,0,13.71
2015/11/02 12:05,1021,0,0,0,9.69,100,0,13.71
2015/11/02 12:06,1021,0,0,0,9.74,100,0,13.7
2015/11/02 12:07,1021,0,0,0,9.8,100,0,13.7
2015/11/02 12:08,1021,0,0,0,9.79,100,0,13.7
2015/11/02 12:09,1021,0,0,0,9.77,100,0,13.7
2015/11/02 12:10,1021,0,0,0,9.71,100,0,13.7
2015/11/02 12:11,1021,0,0,0,9.69,100,0,13.69
2015/11/02 12:12,1021,0,0,0,9.85,100,0,13.69
2015/11/02 12:13,1021,0,0,0,9.97,100,0,13.69
2015/11/02 12:14,1021,0,0,0,9.95,100,0,13.69
2015/11/02 12:15,1021,0,0,0,9.96,100,0,13.69
2015/11/02 12:16,1021,0,0,0,10.01,100,0,13.69
2015/11/02 12:17,1021,0,0,0,10.08,100,0,13.68
2015/11/02 12:18,1021,0,0,0,10.15,100,0,13.68
2015/11/02 12:19,1021,0,0,0,10.15,100,0,13.68
2015/11/02 12:20,1021,0,0,0,10.09,100,0,13.67
2015/11/02 12:21,1021,0,0,0,10.16,100,0,13.67
2015/11/02 12:22,1021,0,0,0,10.19,100,0,13.67
2015/11/02 12:23,1021,0,0,0,10.35,100,0,13.67
2015/11/02 12:24,1021,0,0,0,10.32,100,0,13.66
2015/11/02 12:25,1021,0,0,0,10.29,100,0,13.66
2015/11/02 12:26,1021,0,0,0,10.36,100,0,13.66
2015/11/02 12:27,1021,0,0,0,10.31,100,0,13.66
2015/11/02 12:28,1021,0,0,0,10.23,100,0,13.66
2015/11/02 12:29,1021,0,0,0,10.18,100,0,13.66
2015/11/02 12:30,1021,0,0,0,10.28,100,0,13.65
2015/11/02 12:31,1021,0,0,0,10.38,100,0,13.65
2015/11/02 12:32,1021,0,0,0,10.38,100,0,13.65
2015/11/02 12:33,1021,0,0,0,10.38,99.9,0,13.65
2015/11/02 12:34,1021,0,0,0,10.37,99.9,0,13.65
2015/11/02 12:35,1021,0,0,0,10.41,99.9,0,13.65
2015/11/02 12:36,1021,0,0,0,10.55,100,0,13.64
2015/11/02 12:37,1021,0,0,0,10.51,99.9,0,13.64
2015/11/02 12:38,1021,0,0,0,10.45,99.9,0,13.64
2015/11/02 12:39,1021,0,0,0,10.54,99.9,0,13.64
2015/11/02 12:40,1021,0,0,0,10.58,99.9,0,13.64
2015/11/02 12:41,1021,0,0,0,10.66,99.9,0,13.64
